Ram_EID,Ram_coller,Ewe_EID,Ewe_coller,Plot,14/2/2024 12:00,14/2/2024 16:00,14/2/2024 20:00,15/2/2024 00:00,15/2/2024 04:00,15/2/2024 08:00,15/2/2024 12:00,15/2/2024 16:00,15/2/2024 20:00,16/2/2024 00:00,16/2/2024 04:00,16/2/2024 08:00,16/2/2024 12:00,16/2/2024 16:00,16/2/2024 20:00,17/2/2024 00:00,17/2/2024 04:00,17/2/2024 08:00,17/2/2024 12:00,17/2/2024 16:00,17/2/2024 20:00,18/2/2024 00:00,18/2/2024 04:00,18/2/2024 08:00,18/2/2024 12:00,18/2/2024 16:00,18/2/2024 20:00,19/2/2024 00:00,19/2/2024 04:00,19/2/2024 08:00,19/2/2024 12:00,19/2/2024 16:00,19/2/2024 20:00,20/2/2024 00:00,20/2/2024 04:00,20/2/2024 08:00,20/2/2024 12:00,20/2/2024 16:00,20/2/2024 20:00,21/2/2024 00:00,21/2/2024 04:00,21/2/2024 08:00,21/2/2024 12:00,21/2/2024 16:00,21/2/2024 20:00,22/2/2024 00:00,22/2/2024 04:00,22/2/2024 08:00,22/2/2024 12:00,22/2/2024 16:00,22/2/2024 20:00,23/2/2024 00:00,23/2/2024 04:00,23/2/2024 08:00,23/2/2024 12:00,23/2/2024 16:00,23/2/2024 20:00,24/2/2024 00:00,24/2/2024 04:00,24/2/2024 08:00,24/2/2024 12:00,24/2/2024 16:00,24/2/2024 20:00,25/2/2024 00:00,25/2/2024 04:00,25/2/2024 08:00,25/2/2024 12:00,25/2/2024 16:00,25/2/2024 20:00,26/2/2024 00:00,26/2/2024 04:00,26/2/2024 08:00,26/2/2024 12:00,26/2/2024 16:00,26/2/2024 20:00,27/2/2024 00:00,27/2/2024 04:00,27/2/2024 08:00,27/2/2024 12:00,27/2/2024 16:00,27/2/2024 20:00,28/2/2024 00:00,28/2/2024 04:00,28/2/2024 08:00,28/2/2024 12:00,28/2/2024 16:00,28/2/2024 20:00,29/2/2024 00:00,29/2/2024 04:00,29/2/2024 08:00,29/2/2024 12:00,29/2/2024 16:00,29/2/2024 20:00,1/3/2024 00:00,1/3/2024 04:00,1/3/2024 08:00,1/3/2024 12:00,1/3/2024 16:00,1/3/2024 20:00,2/3/2024 00:00,2/3/2024 04:00,2/3/2024 08:00,2/3/2024 12:00,2/3/2024 16:00,2/3/2024 20:00,3/3/2024 00:00,3/3/2024 04:00,3/3/2024 08:00,3/3/2024 12:00,3/3/2024 16:00,3/3/2024 20:00,4/3/2024 00:00,4/3/2024 04:00,4/3/2024 08:00,4/3/2024 12:00,4/3/2024 16:00,4/3/2024 20:00,5/3/2024 00:00,5/3/2024 04:00,5/3/2024 08:00,5/3/2024 12:00,5/3/2024 16:00,5/3/2024 20:00,6/3/2024 00:00,6/3/2024 04:00,6/3/2024 08:00,6/3/2024 12:00,6/3/2024 16:00,6/3/2024 20:00,7/3/2024 00:00,7/3/2024 04:00,7/3/2024 08:00,7/3/2024 12:00
940 110007958008,w192415,940 110009541010,w300,No Shade,,1,7,7,3,5,5,,11,4,3,10,2,4,4,1,2,5,1,4,5,4,4,6,5,4,18,5,10,1,2,11,5,2,2,6,20,3,14,34,7,3,23,5,2,4,,12,7,12,4,,1,1,12,14,,8,28,4,,6,5,1,3,,,3,6,2,,2,10,10,2,23,1,42,7,4,2,14,15,,26,,2,4,3,,6,5,2,4,1,3,13,12,17,5,40,10,21,4,19,2,3,2,1,7,4,21,4,2,8,11,16,4,2,3,24,23,,3,,,,,,,,,
940 110007958008,w192415,940 110009422259,2527,No Shade,,2,9,5,1,4,3,3,1,2,1,6,3,9,8,4,24,5,3,6,5,4,8,29,13,29,2,12,13,,9,3,7,1,2,5,7,6,4,9,7,4,17,32,6,2,12,1,,8,1,29,14,10,1,3,26,9,5,3,1,,,3,,5,,3,42,2,5,9,2,12,1,,,,5,7,7,6,5,1,1,4,,3,6,9,,8,2,18,,,,3,2,,1,10,4,9,4,2,9,11,,3,3,,,,,18,15,3,1,5,,2,17,6,,,,,,,,,
940 110007958008,w192415,940 110012554759,2432,No Shade,,4,10,6,10,1,2,3,1,3,3,2,1,39,76,21,9,19,10,6,9,4,5,,4,3,17,49,2,,,3,12,6,3,,4,12,,,24,1,12,28,32,4,5,28,2,8,5,10,10,2,,5,4,9,4,12,,5,5,,7,12,1,,,2,,,6,1,,2,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007958008,w192415,940 110009540874,w192057,No Shade,,2,8,3,1,13,12,6,6,5,9,5,10,8,5,3,2,7,2,6,2,11,2,1,3,7,1,5,4,3,,2,11,1,5,4,11,,8,3,28,16,8,8,12,8,10,2,5,5,4,10,4,2,17,5,14,7,4,1,5,2,5,14,1,3,3,6,2,8,6,8,8,8,2,3,2,1,,17,,3,1,4,8,11,3,,4,6,4,14,2,31,124,125,13,19,5,1,5,30,18,12,10,11,5,23,6,19,11,12,5,2,23,19,16,,10,15,6,7,28,23,,,,,,,,,
940 110007958008,w192415,940 110019091076,2954,No Shade,,3,4,6,7,7,7,59,2,2,9,4,7,,3,7,3,4,7,1,2,1,5,1,3,2,14,8,2,4,,9,2,4,1,3,4,10,,4,7,3,22,34,1,6,2,2,3,8,5,,1,4,16,10,4,2,1,1,,,6,3,,1,,1,3,,2,3,5,4,1,,,,,1,1,1,,,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007958008,w192415,940 110019091831,w1671,No Shade,,11,4,5,,3,6,6,3,2,3,10,9,10,3,2,7,2,3,9,5,3,11,1,1,8,5,9,12,9,2,9,25,4,11,7,4,6,3,13,21,39,2,25,1,5,,,32,3,3,5,4,4,8,2,2,11,3,2,1,3,15,4,14,,3,14,3,8,22,23,44,24,,,,1,,3,,6,4,16,13,4,9,2,2,8,6,1,17,3,3,3,5,6,20,6,21,1,14,19,12,1,1,2,1,3,14,1,2,2,2,2,3,,4,5,,,,,,,,,,,,,
940 110007958008,w192415,940 110009541386,w192519,No Shade,,1,3,7,6,7,11,1,35,1,1,6,,7,3,13,2,2,12,3,6,18,6,3,2,12,2,2,3,,,4,6,7,2,12,12,12,12,2,,2,16,31,9,6,15,8,9,3,10,2,1,4,4,8,8,38,7,4,4,2,3,3,2,,,1,3,9,1,28,15,17,23,14,5,4,5,5,2,1,2,7,23,14,8,4,2,11,15,64,6,18,8,6,10,7,3,4,9,12,4,9,22,4,6,18,2,8,6,27,5,8,16,12,4,3,1,40,2,2,9,9,,,,,,,,,
940 110007958008,w192415,940 110019091837,2536,No Shade,,5,5,4,3,9,5,4,7,4,6,2,22,16,5,8,4,23,15,27,3,3,1,5,15,12,7,11,17,28,7,9,6,8,3,22,4,42,,1,3,30,32,48,5,11,16,8,2,12,5,12,5,9,10,10,23,26,6,,3,8,8,1,42,1,14,9,,6,7,12,5,16,,,1,2,1,4,39,49,6,9,,20,4,1,15,8,,5,21,3,9,,3,6,,,2,1,19,51,60,66,9,24,12,20,,1,3,20,,19,26,6,5,2,5,7,3,14,,,,,,,,,
940 110007958008,w192415,940 110012565646,3712,No Shade,,1,1,4,11,11,2,6,10,14,10,3,3,13,7,4,,2,5,15,,6,1,3,8,4,6,6,7,3,,6,2,4,20,9,12,6,,5,3,6,2,6,49,4,5,2,,,4,9,,6,,9,1,10,3,13,1,,3,26,4,2,5,4,,7,2,2,2,33,16,8,29,3,9,5,1,40,8,3,2,2,3,,2,6,3,7,4,5,1,1,11,20,,1,4,23,11,18,7,2,2,15,1,25,6,21,35,1,6,18,49,70,25,13,14,6,9,10,,,,,,,,,
940 110007958008,w192415,940 110009422847,2645,No Shade,,3,10,11,7,2,22,4,25,4,3,8,8,4,15,8,2,,11,7,11,24,5,4,15,33,5,3,2,4,8,7,17,,3,13,25,7,4,1,1,14,27,25,23,11,3,6,14,8,4,36,17,12,7,12,4,15,17,11,2,1,6,5,,8,10,,1,11,1,5,16,7,2,7,16,2,3,9,2,3,35,12,12,3,1,1,1,12,19,2,9,29,1,8,15,3,5,17,3,21,15,26,8,6,8,11,3,7,9,12,3,9,19,38,28,9,37,29,39,8,19,48,,,,,,,,,
940 110007958008,w192415,940 110012553572,w1638,No Shade,,4,3,1,5,5,4,2,,4,7,7,,6,3,1,3,3,2,1,18,,4,5,2,4,5,2,4,4,6,17,1,2,1,5,9,1,4,15,16,4,8,17,8,1,4,18,2,6,1,13,,1,3,8,10,11,5,4,,3,6,12,2,,3,6,9,5,7,8,19,4,6,3,12,10,2,3,15,11,13,16,2,11,27,1,5,5,14,6,4,3,,,9,2,23,,4,4,5,9,9,4,4,,2,7,3,6,8,11,34,8,8,3,7,2,7,4,12,1,,,,,,,,,
940 110007958008,w192415,940 110012567497,w1653,No Shade,,3,6,13,,8,4,1,11,8,2,4,2,1,7,6,12,9,3,3,7,1,3,,4,2,2,45,4,7,8,3,4,8,,8,5,1,,12,13,43,38,40,23,10,3,2,56,6,46,18,2,8,8,4,4,22,3,33,10,6,11,7,19,3,5,2,1,37,5,1,12,17,14,7,6,4,2,14,14,51,12,19,12,14,52,1,4,3,6,26,7,16,1,34,27,7,2,18,3,7,1,17,20,13,11,,5,2,33,5,7,6,2,14,21,1,22,15,2,5,3,,,,,,,,,,
940 110007958008,w192415,940 110012566754,2672,No Shade,,4,5,2,2,1,9,1,5,13,5,2,2,3,3,4,3,1,2,,2,23,8,27,22,16,5,2,2,6,11,6,,1,2,8,8,3,,2,2,19,25,18,6,2,2,2,1,11,2,8,3,5,12,9,,10,,1,3,2,5,1,2,,,1,1,1,4,1,1,4,,1,1,1,,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007958008,w192415,940 110009541579,2419,No Shade,,7,5,9,5,8,4,5,26,4,3,11,14,7,13,11,3,20,23,4,5,2,,8,3,5,6,23,5,3,3,5,6,8,4,4,11,4,5,4,15,44,51,16,32,12,98,16,37,61,2,13,37,,8,8,7,22,8,12,,,7,21,4,2,4,8,,1,4,22,7,4,1,,1,3,6,3,7,11,5,13,7,13,,4,2,4,9,4,3,,5,5,10,8,4,2,7,,3,24,8,10,6,1,6,9,4,6,3,8,36,8,4,,2,26,19,6,20,5,,,,,,,,,
940 110007958008,w192415,940 110019090723,2388,No Shade,,5,5,5,8,11,1,6,4,10,4,4,3,7,8,18,4,1,15,,2,9,3,,3,4,9,9,4,10,4,2,17,5,9,16,12,1,1,2,5,5,5,9,8,10,8,13,7,11,3,11,33,2,10,15,8,12,6,1,54,11,3,,17,1,3,4,3,12,4,3,8,10,6,1,9,4,1,18,4,7,,10,7,8,7,,7,6,5,5,67,32,24,8,8,10,7,4,4,1,4,5,7,8,7,6,,9,4,5,21,10,,2,11,,4,16,2,10,8,3,,,,,,,,,
940 110007958008,w192415,940 110009540984,2463,No Shade,,,9,5,3,7,8,6,,2,1,8,9,3,4,2,1,1,,2,9,24,4,11,8,3,2,4,2,,3,6,30,12,18,1,5,6,2,1,5,7,,15,9,1,,10,,6,,3,,5,2,10,3,,1,25,51,10,5,3,33,1,3,3,1,2,1,17,5,5,16,2,4,2,,6,4,4,6,4,8,1,,1,5,4,2,5,2,21,6,9,,4,20,,4,8,3,21,3,2,29,10,3,12,6,2,7,7,1,5,3,11,21,10,3,8,7,5,,,,,,,,,
940 110007958008,w192415,940 110009423185,2972,No Shade,,1,5,11,2,,,7,3,2,1,2,5,1,12,6,6,4,2,13,5,4,21,4,3,2,1,21,,,1,,14,2,2,6,,5,5,29,3,3,,31,19,3,1,3,,20,37,61,69,15,3,7,3,5,35,1,11,3,3,19,,4,5,6,1,10,4,1,2,27,4,8,4,,,4,2,3,4,7,4,1,3,2,2,5,1,5,5,16,5,4,7,9,3,56,2,,6,6,7,4,5,6,,1,17,13,3,,4,6,4,1,13,21,,,27,1,,,,,,,,,
940 110007958008,w192415,940 110012554665,w1538,No Shade,,3,8,3,5,5,4,,23,2,7,7,5,6,11,7,6,4,3,8,10,2,6,14,6,5,15,24,,,3,3,6,35,31,10,4,6,8,23,14,45,18,33,30,14,13,18,28,6,20,7,50,9,2,17,2,4,4,1,,9,8,,4,,1,,2,,1,1,,4,,1,,5,,2,4,1,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007958008,w192415,940 110012567192,w1750,No Shade,,4,2,10,9,1,12,2,31,12,36,22,21,2,11,5,2,1,7,2,28,,7,12,6,6,2,2,6,8,1,6,25,2,,6,3,6,2,3,9,55,5,22,5,8,9,11,1,7,,1,5,14,5,16,3,7,4,,9,6,37,9,8,,,2,22,3,1,6,5,3,3,5,8,24,25,14,1,5,1,4,6,5,5,2,,6,2,6,4,1,5,1,6,7,1,3,2,2,7,3,12,11,8,5,,13,,12,1,5,1,3,13,3,4,8,11,11,12,3,,,,,,,,,
940 110007958008,w192415,940 110009540732,y476,No Shade,,3,5,7,3,2,14,,1,1,4,5,7,6,6,3,7,4,1,13,19,11,2,,2,3,8,1,8,1,1,5,3,2,2,5,3,,4,4,8,11,91,5,15,7,11,7,1,4,5,2,5,5,1,5,10,1,1,1,,21,2,16,3,10,1,6,12,1,3,3,2,7,1,6,9,5,,3,2,4,,,14,7,3,,,10,,4,4,26,2,,3,2,17,2,,10,1,3,23,3,1,4,,5,2,9,14,,2,7,8,1,9,1,,2,31,4,,,,,,,,,
940 110007958008,w192415,940 110009538695,2324,No Shade,,4,8,10,6,10,6,5,5,,3,6,6,10,3,3,7,,,8,12,3,2,7,2,11,1,5,19,12,,4,5,10,,5,1,1,2,8,5,2,3,33,11,6,35,10,22,24,20,2,2,4,2,9,6,7,2,2,,9,4,16,7,4,2,14,1,5,2,17,,11,10,1,4,5,21,8,6,2,,4,6,6,1,2,22,115,4,22,88,77,46,4,6,17,6,1,2,6,8,11,18,8,79,2,3,12,7,11,4,11,12,12,20,1,2,23,18,8,11,8,,,,,,,,,
940 110007958008,w192415,940 110009530573,2643,No Shade,,1,11,11,7,7,3,1,38,23,3,3,1,24,18,7,4,15,7,,17,3,1,1,6,22,4,5,,1,2,2,8,3,2,6,3,4,5,3,5,16,50,26,8,12,12,5,,13,1,2,16,4,1,13,9,23,9,9,3,1,15,17,3,1,,,3,4,4,23,,16,2,11,4,3,17,4,,1,9,9,1,6,4,8,4,2,8,6,4,,4,4,5,,1,1,,1,9,13,13,15,6,1,,,37,4,6,1,6,3,16,,3,4,10,4,12,4,,,,,,,,,
940 110007958008,w192415,940 110009541760,w192005,No Shade,,,3,5,1,14,5,1,1,28,22,9,13,3,4,2,3,1,6,9,6,3,1,5,64,30,4,47,5,4,5,2,1,2,2,10,5,1,2,4,7,27,85,8,9,5,8,7,10,5,3,9,,5,10,6,,34,8,1,,11,4,1,,,2,1,2,3,,2,,,,,1,1,3,1,,,5,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007958008,w192415,940 110009540226,2694,No Shade,,3,3,3,4,13,4,4,1,8,,5,6,3,9,20,4,5,1,7,4,22,1,1,2,8,4,17,3,2,4,4,,14,1,7,14,,6,28,23,2,34,3,1,14,2,,6,4,2,10,4,7,9,7,,14,9,,,,9,5,5,2,21,,,6,5,,4,11,1,,,,,5,51,2,1,6,4,4,17,1,3,2,3,3,11,2,3,11,2,,16,,4,2,,7,9,8,,2,,7,8,5,12,11,63,38,21,9,6,6,2,1,15,4,,,,,,,,,
940 110007958008,w192415,940 110019091568,2329,No Shade,,1,9,8,2,13,7,2,5,6,2,6,12,3,3,3,2,10,4,16,5,5,4,7,,2,1,11,3,,1,6,5,6,1,8,2,,4,2,6,9,2,15,11,4,3,9,12,1,5,27,4,18,8,4,11,4,6,56,127,136,6,8,5,2,2,2,2,4,1,6,9,5,10,1,6,14,,2,,2,2,4,7,6,1,5,6,5,1,1,3,3,2,,3,1,4,1,,5,8,2,23,5,20,2,,12,16,8,3,10,1,8,16,1,4,10,18,9,6,13,,,,,,,,,
940 110007958008,w192415,940 110009422827,w192009,No Shade,,3,9,2,11,7,7,10,4,4,1,20,,,11,5,1,4,2,1,10,9,11,3,3,6,14,3,6,,,5,5,3,1,11,10,12,4,1,12,10,12,11,15,5,2,1,1,11,1,17,14,14,1,4,3,10,4,7,2,3,10,,4,,6,9,1,5,,9,5,4,5,1,2,4,,6,,12,66,37,7,39,78,36,8,10,3,18,3,9,4,4,9,,8,10,7,2,4,9,4,16,4,7,,6,18,7,7,2,4,5,8,26,12,7,18,23,22,14,,,,,,,,,
940 110007958008,w192415,940 110012564878,w192255,No Shade,,2,8,2,3,3,,,4,2,2,6,3,8,5,,4,,2,15,6,,10,1,1,4,23,6,7,1,18,5,2,,8,9,5,2,,,2,21,21,10,11,6,,1,13,12,7,24,3,9,4,8,4,38,20,1,7,3,6,7,2,3,3,,1,7,4,,25,23,7,21,8,3,24,11,3,4,1,4,10,4,16,40,3,14,7,6,11,4,,4,6,2,10,,5,3,11,5,9,16,2,1,12,13,6,6,3,6,3,25,9,8,8,22,4,18,31,5,,,,,,,,,
940 110007958008,w192415,940 110012567013,w192003,No Shade,,,7,2,15,2,3,4,1,5,2,12,16,10,2,3,6,,10,,5,3,3,3,11,15,8,7,3,,,6,2,2,1,4,13,4,4,,1,8,20,4,12,4,4,3,5,13,2,7,5,2,2,11,2,1,5,,1,9,8,,1,1,1,8,,,5,2,6,3,,,,,,1,,,3,,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007958008,w192415,940 110019091346,2632,No Shade,,3,5,20,4,6,5,5,1,3,2,10,2,5,1,15,1,30,5,3,5,1,2,3,,1,2,1,1,1,1,8,8,9,9,8,2,6,,4,9,41,30,31,1,11,28,2,,5,8,1,1,4,3,2,26,3,,2,6,,1,1,,,,,,,,,1,2,,2,,3,,9,13,9,7,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007958008,w192415,940 110012567496,2647,No Shade,,3,9,21,9,4,9,6,1,11,26,5,2,7,6,5,3,45,37,3,2,33,10,10,8,12,7,8,5,2,2,6,5,4,4,8,10,20,,2,4,44,50,38,31,9,17,4,42,10,14,13,3,1,2,29,6,32,18,2,1,6,1,2,8,2,6,1,2,2,4,25,3,1,,3,8,17,47,70,1,5,7,7,5,5,7,,13,14,5,3,20,9,,,8,19,1,15,4,1,11,13,9,4,12,,14,3,9,6,7,6,18,6,10,3,6,16,12,3,22,34,,,,,,,,,
940 110007958008,w192415,940 110012567575,2712,No Shade,,1,8,6,5,18,6,8,4,25,4,11,3,8,10,5,8,4,13,23,5,9,1,4,9,2,1,4,4,2,71,69,10,28,15,19,5,4,,,6,19,36,17,6,10,16,,15,10,8,13,10,5,14,2,6,15,12,4,3,3,4,6,1,,,1,22,7,2,,3,14,3,2,3,11,,,7,4,1,19,9,4,1,4,,6,2,3,4,2,1,,16,26,25,36,2,2,5,17,19,3,5,2,16,21,7,9,6,17,8,9,14,3,9,8,16,6,7,23,,,,,,,,,
940 110007958008,w192415,940 110019091386,y427,No Shade,,10,2,6,5,5,10,3,1,2,5,2,3,5,1,5,2,8,5,2,10,3,5,8,3,5,6,27,1,27,44,18,18,4,,4,5,8,3,5,,32,7,11,7,33,12,8,2,12,,1,4,13,19,7,1,2,2,,12,3,6,2,2,1,4,7,,1,,9,8,7,1,6,1,6,22,4,2,11,2,10,9,5,12,1,4,8,2,3,15,8,,3,6,6,9,1,3,10,4,8,10,,3,1,,1,15,9,6,2,2,5,12,,3,22,29,10,14,2,,,,,,,,,
940 110007958008,w192415,940 110009539487,w192286,No Shade,,4,17,3,4,3,6,2,2,1,1,,7,7,7,10,10,1,4,9,5,12,2,3,,6,3,11,14,5,,,3,,13,9,9,8,7,4,2,21,4,10,8,18,3,13,4,21,1,8,4,3,2,3,,5,32,4,,8,2,8,,9,3,1,22,5,110,5,7,4,,,5,13,,1,10,9,,8,4,7,6,11,1,4,,3,1,4,1,,4,21,23,1,4,24,17,11,15,1,5,6,1,13,8,2,5,4,,2,9,4,,10,2,6,10,3,,,,,,,,,
940 110007958008,w192415,940 110009540610,y463,No Shade,,6,11,1,6,2,2,3,9,3,7,13,3,3,5,38,,2,5,,5,9,3,1,6,6,,50,4,4,,9,4,2,4,3,26,5,2,1,33,30,1,15,27,2,3,3,1,4,,4,1,3,6,3,2,2,3,10,2,4,,1,,1,,,,1,,,1,1,1,,4,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007958008,w192415,940 110009539482,w1656,No Shade,,,6,3,1,,2,1,1,8,42,4,9,7,7,1,5,6,,6,10,12,14,3,14,9,7,4,1,1,,3,6,1,1,9,18,25,2,7,,7,64,18,37,18,9,10,12,4,5,2,9,4,3,18,5,19,2,7,1,1,2,31,2,1,7,4,48,1,2,5,22,91,11,5,5,25,,6,3,,7,2,4,2,11,2,1,5,3,2,13,4,3,1,6,2,2,4,1,6,7,4,19,16,2,13,14,2,5,10,9,11,,4,15,1,,10,10,2,21,1,,,,,,,,,
940 110007958008,w192415,940 110009539709,2475,No Shade,,2,11,9,1,9,3,1,2,4,,15,,11,8,31,4,17,,20,4,11,3,9,21,7,,9,2,2,,17,5,2,6,16,16,5,9,4,2,29,17,29,14,9,12,11,8,16,2,7,19,8,12,9,14,8,1,3,8,3,4,3,2,5,4,,4,1,,3,2,6,,6,3,4,3,9,2,7,1,10,6,5,12,2,8,5,5,13,2,6,,9,2,6,9,15,2,5,8,17,19,9,16,32,23,43,29,7,1,11,33,6,8,11,1,4,6,4,12,10,,,,,,,,,
940 110007958008,w192415,940 110009539789,3716,No Shade,,11,4,6,2,6,7,,2,2,2,3,4,4,13,6,6,8,,5,6,1,5,8,12,11,1,17,3,10,4,3,16,20,,4,8,5,1,20,6,25,20,44,48,47,5,4,2,13,37,15,4,11,4,12,3,4,4,1,1,8,5,2,1,,,8,7,37,4,6,10,,3,,11,3,4,3,10,10,8,4,18,3,3,,4,4,3,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007958008,w192415,940 110009541085,y1088,No Shade,,2,9,9,9,,2,2,5,7,16,13,1,4,6,11,8,3,1,4,11,29,2,2,6,8,4,1,23,3,1,1,7,5,1,7,4,6,13,1,6,1,2,7,19,2,14,17,,1,4,8,2,17,2,5,8,,23,2,3,4,5,1,5,,1,3,7,4,,8,2,10,3,6,6,4,5,3,6,10,25,16,1,8,1,12,8,7,13,1,7,3,2,2,99,184,105,86,146,53,6,8,5,8,3,7,,6,,36,28,2,11,7,7,5,7,4,4,1,10,5,,,,,,,,,
940 110007958008,w192415,940 110009423327,w1791,No Shade,,3,5,9,8,,7,,13,14,13,6,10,9,31,42,102,31,21,4,14,2,1,3,11,2,14,7,2,1,6,15,26,5,4,15,19,8,15,2,10,18,19,27,9,20,9,8,11,13,2,3,3,2,10,4,1,1,6,12,,15,9,12,1,,1,6,6,2,3,5,19,3,3,1,,,17,5,1,2,1,3,2,2,3,,,2,,2,1,4,6,,6,3,,,3,,12,6,13,12,3,3,1,15,5,21,4,3,6,6,9,116,21,2,11,4,33,5,,,,,,,,,
940 110007958008,w192415,940 110012565619,w788,No Shade,,2,10,7,8,1,4,2,,2,2,1,5,1,5,15,10,2,,2,2,4,2,,,1,8,2,1,4,,8,29,13,89,2,9,,6,13,10,28,19,21,5,2,3,2,,3,23,19,3,,3,2,3,,,9,51,41,28,3,6,,,6,,5,,9,3,5,20,5,6,5,5,5,2,12,1,4,9,2,3,,1,5,6,1,1,2,7,,4,,5,51,1,4,4,7,19,7,4,5,16,11,37,15,,7,10,5,5,1,8,9,8,1,20,7,,,,,,,,,
940 110007958008,w192415,940 110012566374,2040,No Shade,,3,5,3,1,8,1,8,3,2,,,,8,2,5,3,20,5,7,4,2,1,10,8,3,1,13,3,38,41,5,3,7,8,13,7,2,23,6,,18,10,37,23,2,7,7,6,9,18,,,8,10,16,6,37,26,3,1,5,5,13,2,2,,7,20,3,10,12,1,7,4,9,25,4,8,13,21,36,9,41,22,2,12,9,15,5,14,3,13,5,3,11,8,3,3,4,1,25,29,11,21,2,7,2,,18,7,11,12,12,10,6,5,2,1,8,14,27,3,4,,,,,,,,,
940 110007958008,w192415,940 110012565504,w299,No Shade,,,16,8,1,6,6,2,4,9,7,6,14,4,2,2,3,1,4,5,3,4,5,11,7,6,10,15,6,1,1,1,23,4,1,16,5,5,2,2,11,44,4,21,14,7,8,8,8,4,6,9,2,1,20,26,6,22,30,6,,6,4,1,1,,1,5,10,2,2,2,4,6,7,,,27,2,8,6,5,,5,44,9,19,1,4,10,4,3,1,1,,2,6,14,3,,2,9,15,1,7,12,2,9,3,3,13,6,5,8,7,11,21,,3,15,12,13,25,69,,,,,,,,,
940 110007958008,w192415,940 110009423076,w192203,No Shade,,3,8,7,2,2,7,3,7,1,1,13,,3,2,34,1,8,6,2,9,11,7,60,21,12,1,7,3,3,6,2,12,8,12,10,14,7,9,1,16,14,62,28,5,9,2,19,4,10,6,7,4,5,18,4,4,3,4,10,32,2,34,3,3,,4,9,,1,3,10,10,2,,1,1,,23,6,14,3,2,35,4,9,25,,5,13,13,4,4,,4,,5,3,1,4,2,19,13,14,11,6,21,3,19,13,13,7,2,10,34,10,12,,8,5,8,11,17,31,,,,,,,,,
940 110007958008,w192415,940 110009539979,y435,No Shade,,4,8,26,,7,3,5,3,1,7,9,2,4,8,7,4,5,19,1,15,15,6,18,7,3,6,5,1,24,4,3,3,5,7,27,1,3,12,3,13,13,34,33,12,6,10,5,7,3,8,6,8,4,20,4,5,1,2,4,31,4,5,2,12,,3,5,16,2,,4,11,18,,16,11,123,53,30,4,2,5,24,41,1,,6,9,5,7,7,1,10,,5,4,3,7,,2,5,3,8,14,5,8,2,9,11,1,9,2,6,5,35,3,,4,10,23,7,9,3,,,,,,,,,
940 110007958008,w192415,940 110009421854,2312,No Shade,,4,8,9,5,18,3,6,3,11,2,5,8,9,20,3,6,4,3,2,2,18,5,5,13,10,17,29,22,35,11,23,8,,,6,20,18,13,1,3,40,48,15,12,7,9,6,2,11,4,21,6,4,11,3,14,3,4,42,1,4,2,,20,5,25,1,8,4,6,3,4,,10,6,3,16,,9,3,10,2,5,2,3,17,6,5,3,1,3,5,,1,4,3,,4,2,,15,18,22,14,7,5,,82,4,2,7,2,2,20,10,13,,3,17,16,13,8,3,,,,,,,,,
940 110007958008,w192415,940 110009423267,3745,No Shade,,2,12,14,1,10,6,3,10,13,11,6,,4,6,2,7,3,2,2,8,,,10,10,9,24,73,44,30,8,,1,8,,6,5,1,17,2,9,8,9,20,7,9,,1,,11,1,9,40,16,8,9,2,7,1,,1,5,4,8,8,4,1,6,2,2,1,12,4,9,8,1,5,9,14,10,1,2,2,8,9,2,5,7,4,7,11,2,17,2,13,,4,1,4,,2,2,3,4,25,16,2,4,8,3,6,16,3,1,8,27,23,1,10,8,10,1,2,2,,,,,,,,,
940 110007958008,w192415,940 110012554069,2649,No Shade,,4,5,7,7,1,9,5,3,7,4,17,1,7,13,4,4,1,11,1,2,8,1,3,4,3,6,9,1,,4,6,7,5,1,14,4,1,2,4,,5,3,47,5,4,11,26,1,3,12,5,1,9,2,6,11,9,1,1,,2,23,3,1,2,1,10,3,3,2,39,14,8,21,3,25,1,,10,2,40,13,,25,6,2,,1,14,1,1,1,4,4,1,16,12,3,3,2,21,3,12,4,13,5,13,6,10,1,8,25,,4,5,4,,1,18,4,4,28,5,,,,,,,,,
